bucket,number,state,resolution_class,solved,is_meta,signal_score,relevancy_score,combined_score,n_comments,n_participants,n_xref_merged_prs,reactions_total,reopened,labels,created_at,title,url
3,1804,closed,answered,True,False,0.427,0.5005,0.4637,11,3,0,0,0,question,2022-06-10T12:01:46Z,Mission progress not triggered when mission is uploaded from QGC,https://github.com/mavlink/MAVSDK/issues/1804
3,358,closed,fixed_merged_pr,True,False,0.4938,0.4316,0.4627,6,3,1,2,0,enhancement|question,2018-04-10T07:26:41Z,Its time to switch Coding style to Clang format,https://github.com/mavlink/MAVSDK/issues/358
0,1467,closed,fixed_stated,True,False,0.2404,0.683,0.4617,1,1,0,0,0,bug,2021-06-17T06:40:17Z,Mavsdk instances should not share mavlink_status_t,https://github.com/mavlink/MAVSDK/issues/1467
0,1600,closed,fixed_merged_pr,True,False,0.3369,0.5857,0.4613,4,2,1,0,0,bug,2021-11-05T09:38:50Z,"When used the cancel of calibration plugin class, there is crash!!!  ",https://github.com/mavlink/MAVSDK/issues/1600
0,224,closed,answered,True,False,0.4058,0.5163,0.461,4,3,0,2,1,question,2018-01-13T11:00:31Z," DroneCore shell, a command line tool for interacting with a MAVLink device",https://github.com/mavlink/MAVSDK/issues/224
0,802,closed,answered,True,False,0.3258,0.594,0.4599,4,2,0,0,0,question,2019-07-17T22:04:18Z,Compiling example with g++ directly instead of CMake,https://github.com/mavlink/MAVSDK/issues/802
3,858,closed,answered,True,False,0.484,0.4359,0.4599,14,4,0,1,0,enhancement|question,2019-09-18T21:03:24Z,Add GPS UTC time to Telemetry::GPSInfo,https://github.com/mavlink/MAVSDK/issues/858
3,1508,closed,fixed_merged_pr,True,False,0.5817,0.338,0.4598,10,4,1,0,1,,2021-08-13T15:27:59Z,(slightly off-topic) How to 'reset' Gazebo after running integrations tests?,https://github.com/mavlink/MAVSDK/issues/1508
2,2493,closed,abandoned_no_response,False,False,0.4159,0.5038,0.4598,9,3,0,0,0,question,2025-01-16T05:00:10Z,How can i fix that,https://github.com/mavlink/MAVSDK/issues/2493
3,381,closed,fixed_merged_pr,True,False,0.4151,0.5021,0.4586,3,2,1,0,0,bug,2018-05-03T00:10:16Z,fly_qgc_mission error loading shared libraries: libjson11.so,https://github.com/mavlink/MAVSDK/issues/381
3,1637,closed,fixed_merged_pr,True,False,0.5221,0.3918,0.4569,7,3,1,1,0,enhancement,2021-11-26T09:48:25Z,Support multiple callback-subscribers,https://github.com/mavlink/MAVSDK/issues/1637
0,229,closed,unclear,,False,0.1468,0.7667,0.4568,1,2,0,0,0,enhancement|question|plugins,2018-01-18T07:25:28Z,Maintaining Plugin list,https://github.com/mavlink/MAVSDK/issues/229
2,2742,closed,wontfix_out_of_scope,False,False,0.4218,0.4909,0.4564,6,3,0,0,0,bug,2025-12-23T21:41:57Z,Set rate position and attitude_euler not working with ArduPilot,https://github.com/mavlink/MAVSDK/issues/2742
0,2188,closed,unclear,,False,0.3965,0.5154,0.4559,8,3,0,0,0,more_info_needed,2023-11-26T11:49:49Z,set_rate_attitude(): ignores requested rate,https://github.com/mavlink/MAVSDK/issues/2188
0,429,closed,answered,True,False,0.3865,0.5236,0.455,5,3,0,0,0,enhancement,2018-06-14T06:10:42Z,Decide how to pass callbacks to API,https://github.com/mavlink/MAVSDK/issues/429
0,2705,closed,fixed_merged_pr,True,False,0.3386,0.5711,0.4549,2,2,1,1,0,bug,2025-11-06T10:36:57Z,MAVSDK Server: Warn -> Connection using udp:// is deprecated,https://github.com/mavlink/MAVSDK/issues/2705
0,845,closed,answered,True,False,0.3421,0.5673,0.4547,7,2,0,0,0,question,2019-08-19T13:42:30Z,Quadcopter does not apply set_takeoff_altitude ,https://github.com/mavlink/MAVSDK/issues/845
3,695,closed,fixed_merged_pr,True,False,0.5715,0.3362,0.4538,11,3,1,2,0,plugins,2019-03-14T10:59:06Z,Camera range options not supported,https://github.com/mavlink/MAVSDK/issues/695
0,2070,closed,answered,True,False,0.295,0.6127,0.4538,3,3,0,0,0,,2023-06-01T09:52:25Z,mavsdk server compile failed on MacOS 11.6,https://github.com/mavlink/MAVSDK/issues/2070
0,2328,closed,fixed_merged_pr,True,False,0.3547,0.5522,0.4535,2,2,1,0,0,,2024-06-03T07:14:19Z,Unable to install latest version 2.12.0-debian11-arm64 on jetson jetpack 5.1 docker,https://github.com/mavlink/MAVSDK/issues/2328
3,304,closed,fixed_merged_pr,True,False,0.5518,0.355,0.4534,7,3,1,0,0,enhancement|question|core,2018-03-06T05:26:37Z,DroneCore handles only one component,https://github.com/mavlink/MAVSDK/issues/304
0,1094,closed,answered,True,False,0.2272,0.6794,0.4533,3,1,0,0,0,bug,2020-05-12T12:24:35Z,Intermittent mavsdk_server unit test failure,https://github.com/mavlink/MAVSDK/issues/1094
3,814,closed,fixed_merged_pr,True,False,0.491,0.414,0.4525,7,3,1,0,0,,2019-07-24T12:17:36Z,Error building mavsdk_server (LNK1149),https://github.com/mavlink/MAVSDK/issues/814
0,2597,closed,abandoned_no_response,False,False,0.3062,0.5983,0.4523,3,3,0,0,0,,2025-06-18T06:15:19Z,grpc_server.h: error: expected identifier,https://github.com/mavlink/MAVSDK/issues/2597
3,112,closed,fixed_merged_pr,True,False,0.6006,0.3019,0.4513,6,5,1,8,0,help wanted|feature,2017-10-03T14:51:12Z,[Plugin] Forward RTK RTCM packets to FCU,https://github.com/mavlink/MAVSDK/issues/112
0,2063,closed,abandoned_no_response,False,False,0.295,0.6055,0.4503,3,3,0,0,0,,2023-05-30T13:48:06Z,can't connect to SITL - udp,https://github.com/mavlink/MAVSDK/issues/2063
0,2319,closed,fixed_merged_pr,True,False,0.3535,0.5466,0.45,4,2,1,0,0,bug,2024-05-28T21:47:35Z,MAV_RESULT_IN_PROGRESS: Sigfault when multiple IN_PROGRESS messages are sent before arming,https://github.com/mavlink/MAVSDK/issues/2319
3,925,closed,fixed_stated,True,False,0.596,0.3023,0.4491,6,4,0,0,0,feature,2019-12-09T23:25:41Z,Adding DISTANCE_SENSOR and possibly other raw sensor messages.,https://github.com/mavlink/MAVSDK/issues/925
3,2415,closed,answered,True,False,0.4381,0.4602,0.4491,11,3,0,0,0,,2024-10-04T19:42:07Z,Simplify build process,https://github.com/mavlink/MAVSDK/issues/2415
3,2516,closed,fixed_merged_pr,True,False,0.5414,0.3543,0.4478,11,4,1,1,0,enhancement,2025-02-27T10:43:07Z,Telemetry rates: set_rate_rc unsupported,https://github.com/mavlink/MAVSDK/issues/2516
3,1109,closed,fixed_merged_pr,True,False,0.4417,0.4519,0.4468,7,3,1,0,0,bug,2020-05-26T12:17:22Z,attitude_euler bug,https://github.com/mavlink/MAVSDK/issues/1109
0,248,closed,fixed_stated,True,False,0.3497,0.5413,0.4455,5,3,0,0,0,bug|plugins|beginner,2018-02-06T05:11:00Z,Mission integration test SitlTest.MissionChangeSpeed is failing.,https://github.com/mavlink/MAVSDK/issues/248
3,2589,closed,answered,True,False,0.4159,0.4741,0.445,9,3,0,0,0,bug,2025-05-29T20:44:29Z,Mismatch between upload_mission_async() and subsequent download_mission_async(),https://github.com/mavlink/MAVSDK/issues/2589
1,121,open,open,,False,0.485,0.4048,0.4449,7,3,0,0,1,enhancement|help wanted,2017-10-19T09:21:27Z,Example Fly mission uses hard-coding of mission points,https://github.com/mavlink/MAVSDK/issues/121
0,2089,closed,answered,True,False,0.3481,0.5418,0.4449,5,3,0,0,0,question,2023-06-19T10:29:36Z,Cmake error at third party build target ,https://github.com/mavlink/MAVSDK/issues/2089
3,2340,closed,answered,True,False,0.4198,0.47,0.4449,14,2,0,0,0,question,2024-06-14T01:26:16Z,mission download on the server side,https://github.com/mavlink/MAVSDK/issues/2340
3,960,closed,answered,True,False,0.5343,0.3553,0.4448,8,3,0,1,0,bug,2020-01-23T11:19:44Z,Timesync message warning spam,https://github.com/mavlink/MAVSDK/issues/960
0,2390,closed,answered,True,False,0.4021,0.4846,0.4434,11,2,0,0,0,,2024-09-03T14:59:48Z,"""undefined reference"" linker error with ARM build",https://github.com/mavlink/MAVSDK/issues/2390
3,292,closed,answered,True,True,0.7496,0.1365,0.4431,28,5,0,0,0,plugins,2018-02-27T13:41:17Z,Camera plugin to implement MAVLink Camera Protocol client interface,https://github.com/mavlink/MAVSDK/issues/292
3,1984,closed,answered,True,False,0.4913,0.3946,0.443,15,4,0,0,0,question,2023-02-08T13:14:07Z,Move deps like tinyxml and jsoncpp to plugins,https://github.com/mavlink/MAVSDK/issues/1984
0,1916,closed,self_resolved,True,False,0.3788,0.5068,0.4428,6,2,0,0,1,,2022-10-14T23:25:02Z,MAVSDK on Jetson Nano,https://github.com/mavlink/MAVSDK/issues/1916
0,1571,closed,self_resolved,True,False,0.3892,0.4952,0.4422,7,3,0,0,0,bug,2021-10-12T10:51:16Z,Failed to build tinyxml2 on Raspberry Pi 3B+ ( armv7),https://github.com/mavlink/MAVSDK/issues/1571
0,2660,closed,abandoned_no_response,False,False,0.291,0.593,0.442,3,2,0,0,0,,2025-09-23T14:28:36Z,MavlinkDirect doesn't support STATUSTEXT with newlines,https://github.com/mavlink/MAVSDK/issues/2660
3,2191,closed,fixed_merged_pr,True,False,0.5266,0.3561,0.4414,16,3,1,0,0,,2023-12-08T22:16:45Z,"When multiple vehicles are connected, all systems get data from all vehicles, regardless of sysid.",https://github.com/mavlink/MAVSDK/issues/2191
0,1391,closed,answered,True,False,0.4069,0.4738,0.4404,9,3,0,0,0,,2021-03-31T17:19:27Z,Structure Cmake for Cpp package managers,https://github.com/mavlink/MAVSDK/issues/1391
3,827,closed,answered,True,False,0.4854,0.3945,0.44,7,4,0,0,0,bug,2019-07-30T15:13:02Z,Missing dll on windows,https://github.com/mavlink/MAVSDK/issues/827
3,2156,closed,answered,True,False,0.5266,0.3525,0.4395,25,3,0,0,0,question|more_info_needed,2023-10-16T09:49:47Z,Build problem,https://github.com/mavlink/MAVSDK/issues/2156
3,1700,closed,fixed_merged_pr,True,False,0.5373,0.3407,0.439,7,3,1,0,0,,2022-02-17T20:55:10Z,server plugins should not be limited to a single system,https://github.com/mavlink/MAVSDK/issues/1700
2,1397,closed,abandoned_no_response,False,False,0.3904,0.4873,0.4389,3,2,0,0,0,,2021-04-06T07:47:37Z,Link libc statically for Android,https://github.com/mavlink/MAVSDK/issues/1397
0,2120,closed,answered,True,False,0.3405,0.537,0.4388,6,2,0,0,0,more_info_needed,2023-08-22T21:19:37Z,Camera plugin telemetries using deprecated subscription messages,https://github.com/mavlink/MAVSDK/issues/2120
3,783,closed,answered,True,False,0.5345,0.3374,0.4359,13,5,0,2,0,enhancement|beginner,2019-07-03T14:35:27Z,Add brew install for lib,https://github.com/mavlink/MAVSDK/issues/783
0,2515,closed,answered,True,False,0.2729,0.5987,0.4358,5,2,0,0,0,,2025-02-19T20:28:01Z,MAVSDK 2.3.0: Ardupilot system not disconnecting after soft-reboot,https://github.com/mavlink/MAVSDK/issues/2515
3,2083,closed,answered,True,False,0.4256,0.4443,0.4349,10,3,0,0,0,,2023-06-13T16:32:57Z,Mavlink header install using ExternalProject_Add,https://github.com/mavlink/MAVSDK/issues/2083
0,1645,closed,answered,True,False,0.3132,0.5559,0.4345,6,2,0,0,0,question,2021-12-03T01:17:22Z,question: how can I get the RC inputs from mavsdk_server ?,https://github.com/mavlink/MAVSDK/issues/1645
3,1902,closed,self_resolved,True,False,0.4138,0.4553,0.4345,5,3,0,0,0,,2022-09-20T22:37:54Z,"Errors building example/takeoff_and_land, following initial MAVSDK installation/configuration",https://github.com/mavlink/MAVSDK/issues/1902
0,640,closed,answered,True,False,0.3971,0.4712,0.4342,11,3,0,0,0,question,2019-01-15T21:04:20Z,unknown warning option '-Wno-unused-lambda-capture',https://github.com/mavlink/MAVSDK/issues/640
3,1023,closed,fixed_merged_pr,True,False,0.5459,0.3211,0.4335,18,4,1,0,0,enhancement,2020-03-29T04:01:25Z,Generalizing MAVSDK for non-autopilot control,https://github.com/mavlink/MAVSDK/issues/1023
0,2371,closed,fixed_merged_pr,True,False,0.3744,0.491,0.4327,4,2,1,0,0,,2024-08-12T12:31:25Z,Bug in battery.cpp example,https://github.com/mavlink/MAVSDK/issues/2371
3,411,closed,fixed_stated,True,False,0.4937,0.37,0.4319,14,3,0,0,0,question,2018-05-25T10:20:36Z,what is DroneCores's uuid with multiple vehicles?,https://github.com/mavlink/MAVSDK/issues/411
0,1936,closed,fixed_merged_pr,True,False,0.3993,0.4645,0.4319,4,3,1,0,0,bug,2022-11-29T17:00:11Z,Bug in MissionRawImpl::set_current_mission_item_async(),https://github.com/mavlink/MAVSDK/issues/1936
3,1988,closed,fixed_merged_pr,True,False,0.4193,0.4441,0.4317,5,3,1,0,0,,2023-02-10T09:41:09Z,"Trouble with Visual Studio 2019 and the ""takeoff_and_land"" example. ",https://github.com/mavlink/MAVSDK/issues/1988
3,1130,closed,answered,True,False,0.5353,0.3277,0.4315,13,4,0,0,0,question,2020-06-14T09:19:50Z,How to connect multiple drones correctly?,https://github.com/mavlink/MAVSDK/issues/1130
0,813,closed,fixed_merged_pr,True,False,0.3581,0.504,0.431,3,2,1,0,0,question|more_info_needed,2019-07-23T15:50:23Z,Failed to setpoint in offboard mode in SITL,https://github.com/mavlink/MAVSDK/issues/813
0,1459,closed,unclear,,False,0.27,0.5915,0.4308,1,1,0,0,0,feature,2021-06-07T09:15:40Z,MAVLink passthrough in language wrappers,https://github.com/mavlink/MAVSDK/issues/1459
1,2103,open,open,,False,0.4616,0.3999,0.4307,10,4,0,0,0,feature,2023-07-19T16:49:27Z,Mission feasability check status,https://github.com/mavlink/MAVSDK/issues/2103
0,2438,closed,fixed_merged_pr,True,False,0.3358,0.5252,0.4305,3,2,1,0,0,bug,2024-11-11T18:11:11Z,Access to MavlinkCommandSender::_work_queue without locking the mutex,https://github.com/mavlink/MAVSDK/issues/2438
3,1319,closed,fixed_merged_pr,True,False,0.4983,0.3622,0.4303,8,3,1,0,0,feature,2021-02-11T20:58:02Z,Using multiple UDP remotes,https://github.com/mavlink/MAVSDK/issues/1319
1,1996,open,open,,False,0.5956,0.2649,0.4303,6,5,2,0,0,bug,2023-03-02T10:00:59Z,Ardupilot and MAVSDK compatability,https://github.com/mavlink/MAVSDK/issues/1996
3,279,closed,fixed_merged_pr,True,False,0.456,0.4036,0.4298,6,4,1,0,0,question,2018-02-20T05:51:23Z,Why don't we use exception handling ?,https://github.com/mavlink/MAVSDK/issues/279
0,1734,closed,answered,True,False,0.3072,0.5517,0.4294,4,3,0,0,0,question,2022-04-08T07:30:19Z,Cannot use QGroundControl simultaneously with an active mavsdk script in hardware testing,https://github.com/mavlink/MAVSDK/issues/1734
0,1791,closed,answered,True,False,0.2307,0.6268,0.4288,2,2,0,0,0,question,2022-05-26T04:20:54Z,Build issue with zlib 1.2.12,https://github.com/mavlink/MAVSDK/issues/1791
3,1908,closed,answered,True,False,0.593,0.2636,0.4283,19,5,0,0,0,,2022-10-05T20:48:03Z,Incombatibility issues with PX4's most recent firmware,https://github.com/mavlink/MAVSDK/issues/1908
0,1754,closed,answered,True,False,0.3785,0.4779,0.4282,5,4,0,0,0,,2022-04-27T06:03:02Z,.deb file for Ubuntu 18.04 Jetson nano,https://github.com/mavlink/MAVSDK/issues/1754
0,1786,closed,answered,True,False,0.3065,0.5496,0.428,5,2,0,0,0,,2022-05-21T13:20:28Z,Errors while using mavsdk::Geofence reference,https://github.com/mavlink/MAVSDK/issues/1786
3,1387,closed,answered,True,False,0.4145,0.4414,0.4279,10,3,0,0,0,more_info_needed,2021-03-30T06:55:24Z,Compiling error on Raspberry Pi 4,https://github.com/mavlink/MAVSDK/issues/1387
3,750,closed,answered,True,False,0.6624,0.1927,0.4275,18,7,0,0,0,,2019-05-21T22:49:11Z,Create MAVSDK Logo,https://github.com/mavlink/MAVSDK/issues/750
3,1967,closed,fixed_merged_pr,True,False,0.5165,0.3332,0.4248,7,2,1,0,0,,2023-01-28T12:55:44Z,MAVSDK Only Connects to PX4 Autopilot AFTER QGroundControl is Launched!,https://github.com/mavlink/MAVSDK/issues/1967
0,1948,closed,fixed_merged_pr,True,False,0.3247,0.5237,0.4242,3,2,1,0,0,feature,2022-12-22T11:57:36Z,Directly import a mission as character data,https://github.com/mavlink/MAVSDK/issues/1948
0,2337,closed,answered,True,False,0.2646,0.5836,0.4241,3,2,0,0,0,question,2024-06-10T08:55:21Z,MavSDK server is connected to drone but not listening to port,https://github.com/mavlink/MAVSDK/issues/2337
3,2033,closed,answered,True,False,0.4565,0.3914,0.424,8,3,0,0,1,,2023-05-12T13:12:17Z,Connect to serial and take_photo() returns TIMEOUT.,https://github.com/mavlink/MAVSDK/issues/2033
3,201,closed,fixed_merged_pr,True,False,0.5476,0.2995,0.4235,9,3,1,0,0,bug,2017-12-15T16:15:32Z,TCP connection drop causes high CPU usage,https://github.com/mavlink/MAVSDK/issues/201
0,2043,closed,answered,True,False,0.35,0.497,0.4235,7,3,0,0,0,question,2023-05-21T13:35:52Z,vscode - debug: step into MAVSDK functions,https://github.com/mavlink/MAVSDK/issues/2043
0,1014,closed,answered,True,False,0.3105,0.5345,0.4225,5,3,0,0,0,question,2020-03-20T00:01:21Z,PositionBody not supported by Telemetry Class?,https://github.com/mavlink/MAVSDK/issues/1014
3,1689,closed,fixed_stated,True,False,0.4353,0.4095,0.4224,9,4,0,0,0,,2022-01-24T08:15:22Z,Error in mavsdk/plugin_base.h,https://github.com/mavlink/MAVSDK/issues/1689
3,1909,closed,answered,True,False,0.4385,0.4026,0.4205,5,4,0,0,1,,2022-10-07T08:15:48Z,'mavsdk_server' is not distributed platform : Running MAVSDK on Raspberry Pi4 with Ubuntu 20.04,https://github.com/mavlink/MAVSDK/issues/1909
0,1837,closed,no_maintainer_reply,False,False,0.0828,0.7563,0.4195,1,1,0,0,0,,2022-07-05T11:12:32Z,autopilot_server vs 1.4.3 segmentation fault,https://github.com/mavlink/MAVSDK/issues/1837
0,1702,closed,fixed_stated,True,False,0.4014,0.4361,0.4187,7,4,0,0,0,,2022-02-21T11:43:54Z,Add set flight mode to public API?,https://github.com/mavlink/MAVSDK/issues/1702
2,1711,closed,abandoned_no_response,False,False,0.3948,0.4415,0.4182,7,3,0,0,0,bug|windows,2022-03-03T08:25:18Z,mavsdk::Gimbal::control() exception but mavsdk::Gimbal::subscribe_control() OK,https://github.com/mavlink/MAVSDK/issues/1711
0,1313,closed,answered,True,False,0.2801,0.5553,0.4177,5,2,0,0,0,,2021-02-08T23:10:24Z,MAVSDK server build fails,https://github.com/mavlink/MAVSDK/issues/1313
0,717,closed,answered,True,False,0.3789,0.4532,0.4161,7,2,0,0,0,bug,2019-04-04T01:57:24Z,warnings during mission upload and download,https://github.com/mavlink/MAVSDK/issues/717
0,1680,closed,answered,True,False,0.335,0.4947,0.4148,6,2,0,0,0,bug,2022-01-19T21:51:39Z,package architecture (armv7) does not match system (armhf),https://github.com/mavlink/MAVSDK/issues/1680
3,2082,closed,answered,True,False,0.5889,0.2401,0.4145,8,6,0,0,0,,2023-06-13T08:57:02Z,Compatibility to Ardupilot version 4.0.5 ,https://github.com/mavlink/MAVSDK/issues/2082
0,1474,closed,unclear,,False,0.1957,0.6319,0.4138,2,2,0,0,0,,2021-07-07T21:22:27Z,Building MAVSDK for Jetson Nano aarch64,https://github.com/mavlink/MAVSDK/issues/1474
0,2717,closed,answered,True,False,0.3232,0.5034,0.4133,5,2,0,0,0,,2025-11-25T07:57:49Z,[03:09:59|Error] Int messages are not supported. (mavlink_mission_transfer_client.cpp:38),https://github.com/mavlink/MAVSDK/issues/2717
3,1003,closed,fixed_merged_pr,True,False,0.4178,0.408,0.4129,5,4,1,0,0,bug|beginner,2020-03-05T14:03:30Z,No result with set_current_mission_item_async,https://github.com/mavlink/MAVSDK/issues/1003
3,1170,closed,answered,True,False,0.5446,0.2808,0.4127,9,5,0,0,0,,2020-08-19T09:36:05Z,Who should initiate TIMESYNC?,https://github.com/mavlink/MAVSDK/issues/1170
3,2129,closed,fixed_merged_pr,True,False,0.4677,0.3557,0.4117,8,3,1,0,0,,2023-09-06T16:26:48Z,When running MAVSDK against ArduCopter SITL the Action/goto_location function always responds with Command Denied,https://github.com/mavlink/MAVSDK/issues/2129
0,2522,closed,unclear,,False,0.3186,0.5028,0.4107,2,2,0,0,0,,2025-03-14T14:29:09Z,RC_Status and mavlink remote health,https://github.com/mavlink/MAVSDK/issues/2522
0,2549,closed,fixed_stated,True,False,0.2739,0.5473,0.4106,2,3,0,1,0,,2025-04-18T03:58:43Z,Build failed with CMake 4.0,https://github.com/mavlink/MAVSDK/issues/2549
3,2689,closed,answered,True,False,0.4208,0.4004,0.4106,8,3,0,0,0,,2025-10-23T10:08:47Z,"Unable to control servo using MAVSDK - set_actuator, MAV_CMD_DO_SET_ACTUATOR, MAV_CMD_DO_SET_SERVO not working",https://github.com/mavlink/MAVSDK/issues/2689
0,1183,closed,fixed_merged_pr,True,False,0.2814,0.5392,0.4103,2,2,1,1,0,bug,2020-09-01T09:27:01Z,Hold time is ignored for waypoints when importing with import_qgroundcontrol_mission,https://github.com/mavlink/MAVSDK/issues/1183
0,2618,closed,fixed_merged_pr,True,False,0.2891,0.529,0.4091,2,2,1,0,0,,2025-07-21T15:33:02Z,MAVSDK connection freezes when using mavsdk_server_win32.exe when using python subprocess with stdout=subprocess.PIPE,https://github.com/mavlink/MAVSDK/issues/2618
2,483,closed,abandoned_no_response,False,False,0.3703,0.4453,0.4078,5,3,0,0,0,enhancement|question,2018-08-07T21:13:25Z,Failed to compile custom app on Mac,https://github.com/mavlink/MAVSDK/issues/483
3,2593,closed,answered,True,False,0.4313,0.3836,0.4074,10,2,0,0,1,,2025-06-03T15:30:31Z,Intermittent issue of all gimbal control erroring with Pixy LR gimbal,https://github.com/mavlink/MAVSDK/issues/2593
0,6,closed,fixed_merged_pr,True,False,0.3338,0.4807,0.4073,1,2,1,0,0,bug,2017-07-05T16:43:26Z,Windows build broken,https://github.com/mavlink/MAVSDK/issues/6
0,2190,closed,fixed_stated,True,False,0.259,0.5554,0.4072,3,2,0,0,0,,2023-12-06T16:02:56Z,unix_epoch_time subscription not working in C++ and Python ,https://github.com/mavlink/MAVSDK/issues/2190
0,936,closed,answered,True,False,0.1846,0.6277,0.4062,2,2,0,0,0,,2019-12-17T17:14:07Z,cmake --target install doesn't install thirdparty files,https://github.com/mavlink/MAVSDK/issues/936
0,2783,closed,fixed_merged_pr,True,False,0.3364,0.4757,0.4061,2,2,1,0,0,bug,2026-02-27T08:15:03Z,Building with a non-default dialect is broken?,https://github.com/mavlink/MAVSDK/issues/2783
2,1965,closed,abandoned_no_response,False,False,0.3897,0.4196,0.4046,6,3,0,0,0,,2023-01-26T15:12:32Z,subscribe_on_new_system callback never triggered,https://github.com/mavlink/MAVSDK/issues/1965
0,1687,closed,unclear,,False,0.1891,0.6175,0.4033,1,2,0,1,0,bug,2022-01-21T13:00:09Z,Error when calling Telemetry.get_gps_global_origin() for second vehicle with multiple Simulations running,https://github.com/mavlink/MAVSDK/issues/1687
3,189,closed,fixed_merged_pr,True,False,0.4695,0.335,0.4022,6,3,2,0,0,enhancement|help wanted,2017-12-04T02:37:18Z,Follow Me has no example,https://github.com/mavlink/MAVSDK/issues/189
3,2091,closed,fixed_merged_pr,True,False,0.5826,0.2211,0.4018,34,4,1,1,0,bug,2023-06-20T21:40:02Z,Log download via udp over ethernet stalls,https://github.com/mavlink/MAVSDK/issues/2091
3,1115,closed,fixed_merged_pr,True,False,0.5768,0.2247,0.4007,14,5,1,0,0,question,2020-05-30T08:13:08Z,Zoom Support missing (Camera/Gimbal),https://github.com/mavlink/MAVSDK/issues/1115
0,981,closed,self_resolved,True,False,0.3228,0.4784,0.4006,6,3,0,0,0,,2020-02-01T10:58:11Z,Missing stropts.h is stopping the installation of  cURL,https://github.com/mavlink/MAVSDK/issues/981
3,486,closed,answered,True,False,0.4755,0.325,0.4002,9,2,0,0,0,question,2018-08-11T15:13:43Z,Get a vector of systems,https://github.com/mavlink/MAVSDK/issues/486
0,873,closed,fixed_merged_pr,True,False,0.1876,0.6107,0.3992,1,1,1,0,0,bug|ci,2019-10-08T07:12:30Z,Intermittent CI fail: not landed before mission start,https://github.com/mavlink/MAVSDK/issues/873
3,610,closed,fixed_merged_pr,True,False,0.4691,0.3291,0.3991,10,3,1,0,0,core|beginner,2018-11-26T16:12:43Z,Remove hard-coded `-j8` argument for `make`,https://github.com/mavlink/MAVSDK/issues/610
0,1411,closed,answered,True,False,0.3577,0.4394,0.3986,9,2,0,0,0,,2021-04-14T10:20:21Z,How to connect a drone using system id with mavsdk,https://github.com/mavlink/MAVSDK/issues/1411
0,855,closed,fixed_merged_pr,True,False,0.2236,0.5728,0.3982,1,2,1,0,0,question,2019-09-14T21:44:56Z,Issue with SITL Arming,https://github.com/mavlink/MAVSDK/issues/855
3,2310,closed,fixed_merged_pr,True,False,0.4248,0.3717,0.3982,4,2,2,0,0,feature,2024-05-21T16:22:07Z,Adding Home Position Mavlink Message to Telemetry,https://github.com/mavlink/MAVSDK/issues/2310
3,314,closed,fixed_merged_pr,True,False,0.4369,0.359,0.398,2,3,1,0,0,enhancement,2018-03-12T06:23:07Z,Choosing reference over pointer,https://github.com/mavlink/MAVSDK/issues/314
3,70,closed,fixed_merged_pr,True,False,0.5057,0.2898,0.3978,11,2,2,0,0,enhancement,2017-09-14T07:28:17Z,Allow system-wide installation,https://github.com/mavlink/MAVSDK/issues/70
0,2003,closed,self_resolved,True,False,0.3897,0.404,0.3969,6,3,0,0,0,enhancement|ci,2023-03-15T04:15:26Z,Move docker images away from dockerhub,https://github.com/mavlink/MAVSDK/issues/2003
0,1722,closed,answered,True,False,0.407,0.3864,0.3967,6,4,0,0,0,question,2022-03-17T16:48:09Z,Undefined symbols for architecture x86_64:,https://github.com/mavlink/MAVSDK/issues/1722
0,1763,closed,self_resolved,True,False,0.2241,0.5688,0.3964,3,2,0,0,0,,2022-05-05T08:50:16Z,Undefined reference to a specific function (offboard.h),https://github.com/mavlink/MAVSDK/issues/1763
0,2102,closed,fixed_merged_pr,True,False,0.3956,0.3957,0.3957,6,2,1,0,0,question,2023-07-19T16:40:42Z,"Module range mismatch in ""ActionImpl::set_actuator_async"" function",https://github.com/mavlink/MAVSDK/issues/2102
3,1134,closed,answered,True,False,0.5043,0.2821,0.3932,6,3,0,0,1,,2020-06-22T15:42:40Z,Comm error with RPi connected to PX4.,https://github.com/mavlink/MAVSDK/issues/1134
3,698,closed,fixed_merged_pr,True,False,0.5959,0.1901,0.393,10,3,3,0,0,bug,2019-03-15T20:12:33Z,Cancel mission upload and download lead to crashes,https://github.com/mavlink/MAVSDK/issues/698
0,2035,closed,answered,True,False,0.3871,0.3985,0.3928,7,3,0,0,0,,2023-05-17T12:41:49Z,How to use MAVSDK with QgroundControl,https://github.com/mavlink/MAVSDK/issues/2035
0,1504,closed,answered,True,False,0.3492,0.436,0.3926,6,3,0,0,0,,2021-08-09T05:55:26Z,Multiple telementry not accesible,https://github.com/mavlink/MAVSDK/issues/1504
2,1458,closed,abandoned_no_response,False,False,0.4069,0.3768,0.3919,9,3,0,0,0,question,2021-06-07T06:12:46Z,Best way to work with qtcreator?,https://github.com/mavlink/MAVSDK/issues/1458
0,2029,closed,answered,True,False,0.3605,0.423,0.3917,8,2,0,0,0,,2023-05-05T07:58:47Z,"Mission upload failed: Unsupported, exiting.",https://github.com/mavlink/MAVSDK/issues/2029
3,1688,closed,fixed_merged_pr,True,False,0.521,0.2623,0.3916,35,3,1,0,0,bug,2022-01-22T00:41:29Z,Windows Executable - missing mavsdk.dll,https://github.com/mavlink/MAVSDK/issues/1688
